y_true,y_pred,residual,std_residual,leverage
3.7,3.7050781,-0.0050780773,-0.03963141199871088,0.6615725245946753
1.6,1.5263672,0.07363284,0.7311582394529351,0.79094219284112
1.94,1.7529297,0.18707037,1.8459023536340253,0.7882913270401974
2.31,2.1367188,0.1732812,1.3588169553016427,0.6647822315263356
3.3,3.0605469,0.23945308,1.4833874348162925,0.4628720629949246
0.99,0.94628906,0.043710947,0.6254042570718148,0.8993057077857254
1.19,0.9663086,0.22369146,2.3795652599336687,0.8178414042077642
1.47,1.4052734,0.06472659,0.39322266355388236,0.44148546895760715
-1.1,-1.0595703,-0.04042971,-0.38801983155299274,0.7762105940421891
1.97,1.8417969,0.12820315,0.8907858423285646,0.5730304609741719
1.58,1.5068359,0.073164105,0.6708900474226891,0.7548456955438537
1.75,1.7666016,-0.016601562,-0.11097912025760102,0.5387233598255784
2.49,2.515625,-0.02562499,-0.2668359059340823,0.8098987487317524
2.36,2.3925781,-0.03257823,-0.3235565244857595,0.7910219213498901
2.7,2.7714844,-0.07148433,-0.6978999713506453,0.7837374117675919
2.64,2.4589844,0.18101573,1.823834714436773,0.7969477696864694
0.6,0.50341797,0.096582055,0.8264105176849839,0.7184553360800834
2.78,2.6230469,0.1569531,0.885282345247423,0.35207870052759005
3.2,3.1132812,0.0867188,0.5621846446244465,0.5095275416547399
4.13,3.8105469,0.31945324,2.7488699482795753,0.7216108570468467
2.3,2.3691406,-0.06914067,-0.4112341830053344,0.4173136098703079
3.67,3.4277344,0.2422657,1.6372184275601993,0.5486466125101421
2.34,2.3554688,-0.015468836,-0.0837966267940696,0.29756155084513647
1.11,1.0400391,0.06996095,0.49887467022570064,0.5946085366778149
0.33,0.3076172,0.022382826,0.2182669443162754,0.783229602939483
0.87,0.77685547,0.093144536,0.5937397042561733,0.49269555031556095
-0.84,-0.7475586,-0.09244138,-0.727285645768891,0.6669810890585308
3.14,2.9042969,0.23570323,1.403516743446255,0.41864426703772173
3.97,3.5898438,0.38015628,3.288485580130953,0.7245273166419197
2.6,2.1210938,0.47890615,3.172602046423626,0.5303052297788895
2.2,2.2539062,-0.053906202,-0.40376492962293525,0.632576970695626
2.1,1.9873047,0.11269522,0.6467386497053476,0.37410796321053735
3.3,3.3847656,-0.08476567,-0.9397973403263067,0.8323059357977332
1.99,1.9677734,0.022226572,0.22054650447912597,0.7906414484502723
1.78,1.6318359,0.14816403,0.9697063273240023,0.5187716370375182
2.33,2.1855469,0.14445305,1.8991107111353815,0.8807388629431779
2.0,1.8242188,0.17578125,1.563714591248681,0.739518905825664
1.52,1.6728516,-0.15285158,-1.1237152272078248,0.6186063749543915
2.87,2.9824219,-0.11242199,-1.4646735714179475,0.8785585538623549
0.77,0.5703125,0.19968748,1.0628661735078373,0.27240351300271803
1.54,1.8603516,-0.3203516,-1.7312582488918236,0.29420890734414357
3.8,3.7929688,0.0070312023,0.06938612251317317,0.7883296442360284
3.5,3.6542969,-0.15429688,-0.8287508650207226,0.2854833406192221
0.6,0.41845703,0.181543,1.3489565836006872,0.6266560447733498
1.19,1.2607422,-0.07074213,-0.6175329417713032,0.729490765085738
2.7,2.5625,0.13750005,1.1255111372830213,0.6923533490167949
2.56,2.5117188,0.048281193,0.3479518046143878,0.6031157333874346
3.3,3.2558594,0.044140577,0.29276764824146273,0.5314284268649935
3.86,3.7558594,0.10414052,0.6739754131715223,0.5078500274782173
1.6,1.5410156,0.0589844,0.3496458957506575,0.4133709933026436
3.4,3.1464844,0.25351572,2.547541872727941,0.7958670012194934
1.9,1.7675781,0.13242185,0.9350798048422158,0.586602313152747
2.33,2.2871094,0.04289055,0.356157442282702,0.701059163933
2.83,2.3183594,0.51164055,3.489184176268307,0.5567709557586444
0.29,0.34692383,-0.056923836,-0.35357191740434774,0.46570773712019814
1.93,1.7832031,0.14679682,0.9562289427111013,0.5142021043232272
3.7,3.4785156,0.22148442,3.3961389189424516,0.9123278678460436
3.2,3.1035156,0.09648442,1.3593811215420493,0.8961568091825498
3.06,3.2246094,-0.16460943,-0.9203976312309964,0.340667418727534
3.66,3.3613281,0.29867196,2.036793160827591,0.556757762882648
3.24,3.2421875,-0.0021874905,-0.014251197506797634,0.5143362302804652
3.6,3.265625,0.3343749,4.237181013506542,0.8716312229611478
2.82,2.7226562,0.09734368,0.9083981254693683,0.7632940477872943
3.47,3.1601562,0.30984378,3.2866457932392135,0.8167998417604305
3.11,2.9492188,0.16078115,0.9963678034395774,0.46324394529939295
2.78,3.0136719,-0.2336719,-2.3039480063661166,0.7879619835509682
2.0,1.7382812,0.26171875,1.7392486469489108,0.5332413078174079
1.5,1.8134766,-0.31347656,-1.7254434136880823,0.31961489531887954
3.92,3.9082031,0.011796951,0.09066265395176026,0.6509972856224232
2.42,2.5507812,-0.13078117,-0.9906329654735002,0.6407382366284934
1.53,1.21875,0.31124997,2.8314798393798424,0.7509206172591703
2.75,2.8808594,-0.13085938,-0.9174301512394538,0.580618032150361
3.5,3.5351562,-0.03515625,-0.21960941274092627,0.4717381171696056
2.42,2.1933594,0.2266407,1.251159845519311,0.3236113630373961
1.56,1.4316406,0.12835932,0.7054755798051384,0.31760330001735737
2.8,2.6992188,0.1007812,0.8256546823288611,0.6928798848663453
2.15,2.1113281,0.03867197,0.30312418623399157,0.6644961498639719
0.5,0.453125,0.046875,0.449255048071392,0.775589735406901
1.0,1.0224609,-0.022460938,-0.20610379149662944,0.7551895882658377
3.4,3.2539062,0.14609385,1.7604353947071578,0.858038772752594
0.9,0.8911133,0.008886695,0.07595015619937347,0.7177920225710289
1.74,1.6640625,0.07593751,0.6735149311033805,0.7379619665299872
1.22,1.1621094,0.057890654,0.33385637077382,0.3802112944952942
4.15,3.8886719,0.26132822,1.8476078799274605,0.5876185720392579
3.7,3.5566406,0.14335942,1.1688553417791905,0.6899176528366002
2.1,2.0390625,0.060937405,0.37021251743565736,0.4415146349949192
-0.25,-0.1907959,-0.0592041,-0.43419160850513383,0.6167458851641242
3.37,3.1445312,0.22546864,2.3740253345219173,0.8140707734144693
4.1,4.0,0.099999905,1.3193190321809105,0.8815743970674594
1.85,1.6894531,0.1605469,1.8361694019397128,0.8424115303846292
0.84,0.92626953,-0.08626956,-0.5180479309306716,0.4283616703457151
2.0,2.1113281,-0.111328125,-1.360848527791997,0.8620453633542609
2.61,2.5488281,0.06117177,0.7756774205404943,0.871800632074683
3.0,2.8925781,0.107421875,1.0571766333000028,0.7871682411169763
1.84,1.7070312,0.13296878,1.2188413413924932,0.7546697365582858
-0.91,-0.75,-0.16000003,-2.490533939261887,0.9149251353521999
0.6,0.7607422,-0.16074216,-2.1005378541873396,0.8792896017876719
3.8,3.7148438,0.0851562,1.138833279646721,0.8847453759706216
0.83,0.59375,0.23624998,1.4383390095821715,0.44388175644066746
0.63,0.5263672,0.10363281,0.9509005763565892,0.7551667509004469
2.1,2.0898438,0.010156155,0.07190359749953887,0.5887523230165395
1.08,0.9580078,0.12199223,1.0135882022481972,0.7014016954332802
2.8,2.6113281,0.18867183,1.0436789475895436,0.32636234907968703
2.8,2.6757812,0.1242187,1.0280975581110077,0.6990797537583372
3.8,3.6542969,0.14570308,1.2406180637853312,0.7156800487898627
2.09,2.0449219,0.04507804,0.619991745659319,0.8910306636219543
2.59,2.7148438,-0.124843836,-1.4987084727368305,0.8569637977652189
2.52,2.4570312,0.06296873,0.5911776984375243,0.7661378789244878
0.91,0.69873047,0.21126956,1.295018922430791,0.4513849659602529
1.0,1.0800781,-0.080078125,-0.4107513585392066,0.21654174243502947
2.9,2.8945312,0.0054688454,0.04814419911714612,0.7340197178895811
4.28,4.1757812,0.10421896,0.6714122193098648,0.5033378381667258
-0.96,-0.73876953,-0.22123045,-2.2236155431474027,0.7959594523681438
0.82,0.8774414,-0.057441413,-0.3570555818273482,0.4665119821942627
1.82,1.6494141,0.17058599,1.8577751544316177,0.8262013065107041
2.22,2.1074219,0.11257815,0.9211738930254117,0.6921273650258055
2.06,2.1015625,-0.041562557,-0.4094307582140366,0.7875828010418751
1.74,1.7265625,0.01343751,0.11446121949587272,0.7159028208853333
2.0,1.8496094,0.15039062,1.1897634344177659,0.6706433918622988
2.1,2.0898438,0.010156155,0.07521606453123098,0.6241768881768871
1.73,1.4882812,0.24171877,2.6382259608241982,0.8269614542071766
3.4,3.4472656,-0.04726553,-0.4686080147920749,0.790291651128892
1.69,1.5302734,0.15972662,1.1819530174762676,0.6235561017562703
1.5,1.4375,0.0625,0.3474978588577788,0.33319038020424613
1.88,2.0195312,-0.13953125,-1.21571346375667,0.7284644886980535
3.2,3.28125,-0.08124995,-0.8736620902395276,0.8217188877759334
2.49,2.3125,0.17750001,1.4569743009833145,0.6940580246991034
1.31,1.1923828,0.11761713,1.1647047425246453,0.7897889420272779
3.98,3.6660156,0.3139844,2.918716424709563,0.7614505554764495
2.66,2.5605469,0.09945321,0.5421657772413313,0.3063833580388565
-1.02,-0.9121094,-0.107890606,-1.4016953442598157,0.8778745743157076
2.76,2.6074219,0.15257812,0.7765347617456776,0.20419112659190308
0.5,0.2932129,0.20678711,1.2234095554694198,0.41108952920564173
-0.25,-0.27294922,0.022949219,0.12807922772404476,0.33820345031215804
2.96,2.9296875,0.030312538,0.2945128299952702,0.7816353896392029
3.39,3.3144531,0.07554698,0.8626321573260545,0.8419010392086119
1.97,1.8945312,0.07546878,0.4108046888865622,0.3043193132413652
2.9,2.8183594,0.08164072,1.051372339152174,0.8757070057560797
2.0,1.9023438,0.09765625,0.9168932570344963,0.7661654841837708
4.26,3.9296875,0.33031273,2.0503166731313494,0.46499872015631155
4.3,4.2734375,0.02656269,0.3498104101022728,0.8811430010655013
3.0,2.8125,0.1875,1.6710631850445012,0.7404847466681246
0.56,0.6660156,-0.10601562,-0.5776122104794517,0.30559459360427105
0.23,0.31933594,-0.08933593,-0.5398596907455532,0.43553548824458
3.8,3.6757812,0.1242187,1.3609191115306238,0.8282663352004822
1.02,0.9458008,0.0741992,0.8136484359935132,0.8285762695427342
3.9,3.7246094,0.17539072,1.5779466217801121,0.7453318135367167
2.56,2.2753906,0.28460932,1.7484917313646597,0.4538434446771414
1.05,1.1708984,-0.120898485,-0.8690746045229715,0.6010911351652505
1.88,1.7832031,0.09679687,0.78979297034036,0.6903706003500718
1.4,1.5419922,-0.14199221,-0.9187528449641527,0.5076456949355332
2.13,1.9853516,0.14464855,1.5662362173328674,0.8241834539606578
1.84,1.6582031,0.18179691,1.5345172669584433,0.7106819592869599
1.96,1.796875,0.16312504,0.9228455276851013,0.35593556740142446
0.33,0.57421875,-0.24421874,-1.4620467454221617,0.42484945906772337
1.6,2.3828125,-0.7828125,-10.105812777353522,0.8763144202940191
1.92,1.8291016,0.090898395,0.8405715293919027,0.7589488756774072
2.63,2.8164062,-0.18640614,-3.7593747247100904,0.9493201571481187
3.2,3.0527344,0.14726567,2.591047320518307,0.9334116199362994
3.34,3.2714844,0.06851554,0.3728272425050454,0.3038401542890601
2.44,2.375,0.06500006,0.655681243790005,0.7974239751651969
3.7,3.5703125,0.12968755,0.8607863858797551,0.5321012717303749
0.93,0.90966797,0.020332038,0.11172793095001875,0.3173714974289892
3.4,3.09375,0.3062501,1.795625426210814,0.4003924947264997
2.19,2.0449219,0.14507818,0.8320493706260748,0.3733109509338914
3.5,3.4042969,0.095703125,0.5060175579303948,0.26266108888522405
4.4,4.21875,0.1812501,1.5761173920513554,0.7274002503802287
0.86,0.8647461,-0.0047460794,-0.025912998877936293,0.30851821781336436
1.3,1.2832031,0.016796827,0.1326785922683011,0.6696313013023808
4.3,3.9179688,0.38203144,2.8664876299973203,0.6338625466055533
3.83,3.6269531,0.2030468,1.6800376174985507,0.6989072009104537
2.84,2.7636719,0.07632804,0.5411289714890888,0.5898783208519808
2.11,1.9472656,0.16273427,1.2275336461180297,0.6377258726214047
3.86,3.8554688,0.004531145,0.030668646127646547,0.5500411297049406
3.52,3.5800781,-0.060078144,-0.45745166796329756,0.6444598322242421
0.92,0.7163086,0.20369142,1.5561246089570613,0.6468145284356652
3.53,3.421875,0.10812497,0.8772287041965997,0.6868355677707486
2.7,1.9414062,0.7585938,5.858683386763371,0.6544072637960763
2.75,2.8046875,-0.0546875,-0.5166953819003157,0.7690845089362625
2.18,1.9667969,0.21320319,1.4571549706924687,0.5587121119028824
0.99,0.7895508,0.20044923,1.369624229787051,0.5584783498490808
2.6,2.4121094,0.18789053,2.043673365448099,0.825766003157936
3.6,3.2695312,0.33046865,1.9696581720836397,0.4197369611008367
2.63,2.3964844,0.23351574,1.7432440652768386,0.6301190080833173
2.11,2.6757812,-0.56578135,-6.685519547328105,0.8523705422077208
1.32,1.2158203,0.10417974,0.6641924883915227,0.49286368970661104
0.91,0.82128906,0.088710964,0.6726860154821536,0.6415109587960249
0.63,0.5493164,0.08068359,0.5856815775974826,0.6088049261997145
3.19,2.9335938,0.2564063,1.795048342880386,0.5794175006336185
0.08,0.054779053,0.025220945,0.1633837233129178,0.508808054484959
0.6,0.5859375,0.014062524,0.10222467794346858,0.6099133124638352
3.57,3.3242188,0.24578118,4.376030847595579,0.9349746647907179
3.33,3.1464844,0.18351555,1.3816965964725647,0.6363643570544758
0.44,0.4584961,-0.018496096,-0.15404498980081233,0.702825814989594
3.09,3.0996094,-0.009609461,-0.06266427560593134,0.515265330864814
1.64,1.7705078,-0.13050783,-1.2932244156802124,0.7900714949802967
1.26,1.1816406,0.078359365,0.47166720824551267,0.4310730047199755
0.67,0.48876953,0.18123049,1.0742384431864618,0.41331198693686755
2.48,2.2148438,0.26515627,1.5238174895015182,0.37585717931092444
-0.22,-0.37231445,0.15231445,1.3295983163989782,0.729487453514355
2.98,2.8964844,0.083515644,0.6078304891545142,0.6108502141174827
0.3,0.32421875,-0.024218738,-0.33694814733578804,0.893506533747531
1.29,1.2539062,0.03609371,0.4214853868521078,0.8488374749873759
1.94,1.6367188,0.3032813,4.171117665866085,0.8910235912461921
-0.37,-0.27514648,-0.09485352,-0.5830353306178476,0.45441395915075794
3.31,3.2226562,0.08734369,0.7371345162299514,0.7105885615973141
1.42,1.375,0.044999957,0.4767205075008522,0.8163281427229534
2.6,2.3886719,0.21132803,1.2377393812939574,0.39910045221724055
0.2,0.20056152,-0.00056152046,-0.003836302320873645,0.5583770800424427
0.75,0.8183594,-0.068359375,-0.4304526506297306,0.48013391996170063
3.41,3.4296875,-0.019687414,-0.20688683588425535,0.8133372205757395
4.0,3.8125,0.1875,2.4318563649357605,0.8774614346015623
3.0,2.96875,0.03125,0.3134447436561212,0.795108402459455
3.9,3.5820312,0.31796885,4.240942348865587,0.8841248017742104
